Geno,Env,Group,yield,env_index,mintf,radg
G010,SS92a,G_2,3.298666667,-0.587828752,9.7,18.2
G011,SS92a,G_2,2.323333333,-0.587828752,9.7,18.2
G012,SS92a,G_2,2.374666667,-0.587828752,9.7,18.2
G013,SS92a,G_2,2.752,-0.587828752,9.7,18.2
G014,SS92a,G_2,1.854666667,-0.587828752,9.7,18.2
G015,SS92a,G_2,2.104,-0.587828752,9.7,18.2
G016,SS92a,G_2,0.599333333,-0.587828752,9.7,18.2
G017,SS92a,G_2,1.434666667,-0.587828752,9.7,18.2
G018,SS92a,G_2,1.814,-0.587828752,9.7,18.2
G019,SS92a,G_2,4.046666667,-0.587828752,9.7,18.2
G020,SS92a,G_2,2.502,-0.587828752,9.7,18.2
G021,SS92a,G_2,1.852,-0.587828752,9.7,18.2
G022,SS92a,G_2,2.494,-0.587828752,9.7,18.2
G023,SS92a,G_2,3.322666667,-0.587828752,9.7,18.2
G024,SS92a,G_2,2.024,-0.587828752,9.7,18.2
G025,SS92a,G_2,2.946666667,-0.587828752,9.7,18.2
G026,SS92a,G_2,2.282,-0.587828752,9.7,18.2
G027,SS92a,G_2,1.838666667,-0.587828752,9.7,18.2
G028,SS92a,G_2,3.8,-0.587828752,9.7,18.2
G029,SS92a,G_2,1.807333333,-0.587828752,9.7,18.2
G030,SS92a,G_2,2.43,-0.587828752,9.7,18.2
G031,SS92a,G_2,2.238,-0.587828752,9.7,18.2
G032,SS92a,G_2,3.489333333,-0.587828752,9.7,18.2
G033,SS92a,G_2,1.164666667,-0.587828752,9.7,18.2
G034,SS92a,G_2,3.509333333,-0.587828752,9.7,18.2
G035,SS92a,G_2,1.751333333,-0.587828752,9.7,18.2
G036,SS92a,G_2,3.122,-0.587828752,9.7,18.2
G037,SS92a,G_2,2.746,-0.587828752,9.7,18.2
G038,SS92a,G_2,1.2,-0.587828752,9.7,18.2
G039,SS92a,G_2,3.342666667,-0.587828752,9.7,18.2
G040,SS92a,G_2,2.654,-0.587828752,9.7,18.2
G041,SS92a,G_2,3.267333333,-0.587828752,9.7,18.2
G042,SS92a,G_2,3.338,-0.587828752,9.7,18.2
G043,SS92a,G_2,2.520666667,-0.587828752,9.7,18.2
G044,SS92a,G_2,2.097333333,-0.587828752,9.7,18.2
G045,SS92a,G_2,2.676666667,-0.587828752,9.7,18.2
G046,SS92a,G_2,1.82,-0.587828752,9.7,18.2
G047,SS92a,G_2,2.692666667,-0.587828752,9.7,18.2
G048,SS92a,G_2,2.006,-0.587828752,9.7,18.2
G049,SS92a,G_2,2.644,-0.587828752,9.7,18.2
G050,SS92a,G_2,3.996666667,-0.587828752,9.7,18.2
G051,SS92a,G_2,2.559333333,-0.587828752,9.7,18.2
G052,SS92a,G_2,2.032,-0.587828752,9.7,18.2
G053,SS92a,G_2,2.536666667,-0.587828752,9.7,18.2
G054,SS92a,G_2,1.881333333,-0.587828752,9.7,18.2
G055,SS92a,G_2,3.034666667,-0.587828752,9.7,18.2
G056,SS92a,G_2,3.026,-0.587828752,9.7,18.2
G057,SS92a,G_2,2.095333333,-0.587828752,9.7,18.2
G058,SS92a,G_2,3.885333333,-0.587828752,9.7,18.2
G059,SS92a,G_2,2.378666667,-0.587828752,9.7,18.2
G060,SS92a,G_2,1.818666667,-0.587828752,9.7,18.2
G061,SS92a,G_2,1.862666667,-0.587828752,9.7,18.2
G062,SS92a,G_2,2.564666667,-0.587828752,9.7,18.2
G063,SS92a,G_2,3.281333333,-0.587828752,9.7,18.2
G064,SS92a,G_2,2.226666667,-0.587828752,9.7,18.2
G065,SS92a,G_2,2.2,-0.587828752,9.7,18.2
G066,SS92a,G_2,2.369333333,-0.587828752,9.7,18.2
G067,SS92a,G_2,3.553333333,-0.587828752,9.7,18.2
G068,SS92a,G_2,4.192666667,-0.587828752,9.7,18.2
G069,SS92a,G_2,3.259333333,-0.587828752,9.7,18.2
G070,SS92a,G_2,1.999333333,-0.587828752,9.7,18.2
G071,SS92a,G_2,1.424,-0.587828752,9.7,18.2
G072,SS92a,G_2,2.599333333,-0.587828752,9.7,18.2
G073,SS92a,G_2,1.157333333,-0.587828752,9.7,18.2
G074,SS92a,G_2,1.542,-0.587828752,9.7,18.2
G075,SS92a,G_2,1.822666667,-0.587828752,9.7,18.2
G076,SS92a,G_2,2.158666667,-0.587828752,9.7,18.2
G077,SS92a,G_2,3.352666667,-0.587828752,9.7,18.2
G078,SS92a,G_2,2.488,-0.587828752,9.7,18.2
G079,SS92a,G_2,1.932,-0.587828752,9.7,18.2
G080,SS92a,G_2,2.605333333,-0.587828752,9.7,18.2
G081,SS92a,G_2,2.966,-0.587828752,9.7,18.2
G082,SS92a,G_2,2.088666667,-0.587828752,9.7,18.2
G083,SS92a,G_2,2.064,-0.587828752,9.7,18.2
G084,SS92a,G_2,1.214666667,-0.587828752,9.7,18.2
G085,SS92a,G_2,4.39,-0.587828752,9.7,18.2
G086,SS92a,G_2,3.564666667,-0.587828752,9.7,18.2
G087,SS92a,G_2,2.992,-0.587828752,9.7,18.2
G088,SS92a,G_2,2.932,-0.587828752,9.7,18.2
G089,SS92a,G_2,3.822,-0.587828752,9.7,18.2
G090,SS92a,G_2,1.399333333,-0.587828752,9.7,18.2
G091,SS92a,G_2,3.213333333,-0.587828752,9.7,18.2
G092,SS92a,G_2,2.196666667,-0.587828752,9.7,18.2
G093,SS92a,G_2,2.346,-0.587828752,9.7,18.2
G094,SS92a,G_2,3.517333333,-0.587828752,9.7,18.2
G095,SS92a,G_2,1.631333333,-0.587828752,9.7,18.2
G096,SS92a,G_2,1.163333333,-0.587828752,9.7,18.2
G097,SS92a,G_2,1.508,-0.587828752,9.7,18.2
G098,SS92a,G_2,1.486666667,-0.587828752,9.7,18.2
G099,SS92a,G_2,2.793333333,-0.587828752,9.7,18.2
G100,SS92a,G_2,2.705333333,-0.587828752,9.7,18.2
G101,SS92a,G_2,1.719333333,-0.587828752,9.7,18.2
G102,SS92a,G_2,2.496,-0.587828752,9.7,18.2
G103,SS92a,G_2,2.624,-0.587828752,9.7,18.2
G104,SS92a,G_2,3.624,-0.587828752,9.7,18.2
G105,SS92a,G_2,1.812,-0.587828752,9.7,18.2
G106,SS92a,G_2,3.428666667,-0.587828752,9.7,18.2
G107,SS92a,G_2,2.116,-0.587828752,9.7,18.2
G108,SS92a,G_2,2.977333333,-0.587828752,9.7,18.2
G109,SS92a,G_2,2.466,-0.587828752,9.7,18.2
G110,SS92a,G_2,2.262,-0.587828752,9.7,18.2
G111,SS92a,G_2,0.818,-0.587828752,9.7,18.2
G112,SS92a,G_2,1.797333333,-0.587828752,9.7,18.2
G113,SS92a,G_2,1.156666667,-0.587828752,9.7,18.2
G114,SS92a,G_2,1.489333333,-0.587828752,9.7,18.2
G115,SS92a,G_2,2.93,-0.587828752,9.7,18.2
G116,SS92a,G_2,2.244,-0.587828752,9.7,18.2
G117,SS92a,G_2,2.199333333,-0.587828752,9.7,18.2
G118,SS92a,G_2,0.600133333,-0.587828752,9.7,18.2
G119,SS92a,G_2,2.055333333,-0.587828752,9.7,18.2
G120,SS92a,G_2,1.460666667,-0.587828752,9.7,18.2
G121,SS92a,G_2,4.204666667,-0.587828752,9.7,18.2
G122,SS92a,G_2,1.721333333,-0.587828752,9.7,18.2
G123,SS92a,G_2,3.060666667,-0.587828752,9.7,18.2
G124,SS92a,G_2,1.756,-0.587828752,9.7,18.2
G125,SS92a,G_2,2.361333333,-0.587828752,9.7,18.2
G126,SS92a,G_2,0.310866667,-0.587828752,9.7,18.2
G127,SS92a,G_2,3.685333333,-0.587828752,9.7,18.2
G128,SS92a,G_2,1.969333333,-0.587828752,9.7,18.2
G129,SS92a,G_2,4.592,-0.587828752,9.7,18.2
G130,SS92a,G_2,2.916666667,-0.587828752,9.7,18.2
G131,SS92a,G_2,2.342,-0.587828752,9.7,18.2
G132,SS92a,G_2,2.061333333,-0.587828752,9.7,18.2
G133,SS92a,G_2,0.838666667,-0.587828752,9.7,18.2
G134,SS92a,G_2,1.492666667,-0.587828752,9.7,18.2
G135,SS92a,G_2,3.927333333,-0.587828752,9.7,18.2
G136,SS92a,G_2,1.472666667,-0.587828752,9.7,18.2
G137,SS92a,G_2,2.284,-0.587828752,9.7,18.2
G138,SS92a,G_2,1.898666667,-0.587828752,9.7,18.2
G139,SS92a,G_2,1.804666667,-0.587828752,9.7,18.2
G140,SS92a,G_2,1.641333333,-0.587828752,9.7,18.2
G141,SS92a,G_2,2.396666667,-0.587828752,9.7,18.2
G142,SS92a,G_2,3.946666667,-0.587828752,9.7,18.2
G143,SS92a,G_2,1.728,-0.587828752,9.7,18.2
G144,SS92a,G_2,3.751333333,-0.587828752,9.7,18.2
G145,SS92a,G_2,2.832666667,-0.587828752,9.7,18.2
G146,SS92a,G_2,2.207333333,-0.587828752,9.7,18.2
G147,SS92a,G_2,1.896666667,-0.587828752,9.7,18.2
G148,SS92a,G_2,1.967333333,-0.587828752,9.7,18.2
G149,SS92a,G_2,2.921333333,-0.587828752,9.7,18.2
G150,SS92a,G_2,1.147333333,-0.587828752,9.7,18.2
G151,SS92a,G_2,2.311333333,-0.587828752,9.7,18.2
G152,SS92a,G_2,3.765333333,-0.587828752,9.7,18.2
G153,SS92a,G_2,1.297333333,-0.587828752,9.7,18.2
G154,SS92a,G_2,2.762,-0.587828752,9.7,18.2
G155,SS92a,G_2,3.567333333,-0.587828752,9.7,18.2
G156,SS92a,G_2,3.966,-0.587828752,9.7,18.2
G157,SS92a,G_2,3.082,-0.587828752,9.7,18.2
G158,SS92a,G_2,2.301333333,-0.587828752,9.7,18.2
G159,SS92a,G_2,3.189333333,-0.587828752,9.7,18.2
G160,SS92a,G_2,3.821333333,-0.587828752,9.7,18.2
G161,SS92a,G_2,3.833333333,-0.587828752,9.7,18.2
G162,SS92a,G_2,4.297333333,-0.587828752,9.7,18.2
G163,SS92a,G_2,2.473333333,-0.587828752,9.7,18.2
G164,SS92a,G_2,2.209333333,-0.587828752,9.7,18.2
G165,SS92a,G_2,2.107333333,-0.587828752,9.7,18.2
G166,SS92a,G_2,3.645333333,-0.587828752,9.7,18.2
G167,SS92a,G_2,3.505333333,-0.587828752,9.7,18.2
G168,SS92a,G_2,2.958,-0.587828752,9.7,18.2
G169,SS92a,G_2,1.968666667,-0.587828752,9.7,18.2
G170,SS92a,G_2,2.16,-0.587828752,9.7,18.2
G171,SS92a,G_2,1.755333333,-0.587828752,9.7,18.2
G172,SS92a,G_2,1.406,-0.587828752,9.7,18.2
G173,SS92a,G_2,1.941333333,-0.587828752,9.7,18.2
G174,SS92a,G_2,1.194666667,-0.587828752,9.7,18.2
G175,SS92a,G_2,2.321333333,-0.587828752,9.7,18.2
G176,SS92a,G_2,3.662666667,-0.587828752,9.7,18.2
G177,SS92a,G_2,2.938,-0.587828752,9.7,18.2
G178,SS92a,G_2,3.336,-0.587828752,9.7,18.2
G179,SS92a,G_2,1.126666667,-0.587828752,9.7,18.2
G180,SS92a,G_2,1.114666667,-0.587828752,9.7,18.2
G181,SS92a,G_2,2.106,-0.587828752,9.7,18.2
G182,SS92a,G_2,2.126,-0.587828752,9.7,18.2
G183,SS92a,G_2,1.640666667,-0.587828752,9.7,18.2
G184,SS92a,G_2,1.781333333,-0.587828752,9.7,18.2
G185,SS92a,G_2,3.006666667,-0.587828752,9.7,18.2
G186,SS92a,G_2,5.359333333,-0.587828752,9.7,18.2
G187,SS92a,G_2,2.760666667,-0.587828752,9.7,18.2
G188,SS92a,G_2,2.008,-0.587828752,9.7,18.2
G189,SS92a,G_2,1.866,-0.587828752,9.7,18.2
G190,SS92a,G_2,2.605333333,-0.587828752,9.7,18.2
G191,SS92a,G_2,2.509333333,-0.587828752,9.7,18.2
G192,SS92a,G_2,3.872666667,-0.587828752,9.7,18.2
G193,SS92a,G_2,2.309333333,-0.587828752,9.7,18.2
G194,SS92a,G_2,2.296,-0.587828752,9.7,18.2
G195,SS92a,G_2,3.224666667,-0.587828752,9.7,18.2
G196,SS92a,G_2,2.140666667,-0.587828752,9.7,18.2
G197,SS92a,G_2,2.278,-0.587828752,9.7,18.2
G198,SS92a,G_2,5.144,-0.587828752,9.7,18.2
G199,SS92a,G_2,2.329333333,-0.587828752,9.7,18.2
G200,SS92a,G_2,2.760666667,-0.587828752,9.7,18.2
G201,SS92a,G_2,2.320666667,-0.587828752,9.7,18.2
G202,SS92a,G_2,1.866666667,-0.587828752,9.7,18.2
G203,SS92a,G_2,1.916666667,-0.587828752,9.7,18.2
G204,SS92a,G_2,2.952,-0.587828752,9.7,18.2
G205,SS92a,G_2,2.658666667,-0.587828752,9.7,18.2
G206,SS92a,G_2,1.948666667,-0.587828752,9.7,18.2
G207,SS92a,G_2,1.859333333,-0.587828752,9.7,18.2
G208,SS92a,G_2,2.069333333,-0.587828752,9.7,18.2
G209,SS92a,G_2,2.925333333,-0.587828752,9.7,18.2
G210,SS92a,G_2,1.68,-0.587828752,9.7,18.2
G211,SS92a,G_2,0.956666667,-0.587828752,9.7,18.2
G001,SS94a,G_2,2.984,-0.284581675,11.48,28.14
G002,SS94a,G_2,2.21,-0.284581675,11.48,28.14
G003,SS94a,G_2,2.421333333,-0.284581675,11.48,28.14
G004,SS94a,G_2,1.496,-0.284581675,11.48,28.14
G005,SS94a,G_2,1.738,-0.284581675,11.48,28.14
G006,SS94a,G_2,2.671333333,-0.284581675,11.48,28.14
G007,SS94a,G_2,2.173333333,-0.284581675,11.48,28.14
G008,SS94a,G_2,2.776666667,-0.284581675,11.48,28.14
G009,SS94a,G_2,2.038,-0.284581675,11.48,28.14
G010,SS94a,G_2,3.711333333,-0.284581675,11.48,28.14
G011,SS94a,G_2,2.011333333,-0.284581675,11.48,28.14
G012,SS94a,G_2,1.61,-0.284581675,11.48,28.14
G013,SS94a,G_2,3.94,-0.284581675,11.48,28.14
G014,SS94a,G_2,2.654,-0.284581675,11.48,28.14
G015,SS94a,G_2,2.387333333,-0.284581675,11.48,28.14
G016,SS94a,G_2,1.214666667,-0.284581675,11.48,28.14
G017,SS94a,G_2,1.846666667,-0.284581675,11.48,28.14
G018,SS94a,G_2,3.198666667,-0.284581675,11.48,28.14
G019,SS94a,G_2,4.936,-0.284581675,11.48,28.14
G020,SS94a,G_2,2.083333333,-0.284581675,11.48,28.14
G021,SS94a,G_2,1.823333333,-0.284581675,11.48,28.14
G022,SS94a,G_2,3.302,-0.284581675,11.48,28.14
G023,SS94a,G_2,2.048666667,-0.284581675,11.48,28.14
G024,SS94a,G_2,1.732,-0.284581675,11.48,28.14
G025,SS94a,G_2,4.350666667,-0.284581675,11.48,28.14
G026,SS94a,G_2,1.656,-0.284581675,11.48,28.14
G027,SS94a,G_2,2.482666667,-0.284581675,11.48,28.14
G028,SS94a,G_2,5.911333333,-0.284581675,11.48,28.14
G029,SS94a,G_2,2.458,-0.284581675,11.48,28.14
G030,SS94a,G_2,4.206,-0.284581675,11.48,28.14
G031,SS94a,G_2,3.357333333,-0.284581675,11.48,28.14
G032,SS94a,G_2,2.57,-0.284581675,11.48,28.14
G033,SS94a,G_2,1.300666667,-0.284581675,11.48,28.14
G034,SS94a,G_2,3.556,-0.284581675,11.48,28.14
G035,SS94a,G_2,1.541333333,-0.284581675,11.48,28.14
G036,SS94a,G_2,2.088666667,-0.284581675,11.48,28.14
G037,SS94a,G_2,2.296,-0.284581675,11.48,28.14
G038,SS94a,G_2,1.472,-0.284581675,11.48,28.14
G039,SS94a,G_2,3.514,-0.284581675,11.48,28.14
G040,SS94a,G_2,1.952,-0.284581675,11.48,28.14
G041,SS94a,G_2,1.016666667,-0.284581675,11.48,28.14
G042,SS94a,G_2,1.955333333,-0.284581675,11.48,28.14
G043,SS94a,G_2,3.114,-0.284581675,11.48,28.14
G044,SS94a,G_2,1.509333333,-0.284581675,11.48,28.14
G045,SS94a,G_2,4.764666667,-0.284581675,11.48,28.14
G046,SS94a,G_2,2.610666667,-0.284581675,11.48,28.14
G047,SS94a,G_2,1.326,-0.284581675,11.48,28.14
G048,SS94a,G_2,4.204666667,-0.284581675,11.48,28.14
G049,SS94a,G_2,2.267333333,-0.284581675,11.48,28.14
G050,SS94a,G_2,3.742666667,-0.284581675,11.48,28.14
G051,SS94a,G_2,2.327333333,-0.284581675,11.48,28.14
G052,SS94a,G_2,2.614,-0.284581675,11.48,28.14
G053,SS94a,G_2,2.217333333,-0.284581675,11.48,28.14
G054,SS94a,G_2,2.318666667,-0.284581675,11.48,28.14
G055,SS94a,G_2,4.134666667,-0.284581675,11.48,28.14
G056,SS94a,G_2,4.878,-0.284581675,11.48,28.14
G057,SS94a,G_2,2.796,-0.284581675,11.48,28.14
G058,SS94a,G_2,1.615333333,-0.284581675,11.48,28.14
G059,SS94a,G_2,2.53,-0.284581675,11.48,28.14
G060,SS94a,G_2,1.480666667,-0.284581675,11.48,28.14
G061,SS94a,G_2,4.433333333,-0.284581675,11.48,28.14
G062,SS94a,G_2,3.472,-0.284581675,11.48,28.14
G063,SS94a,G_2,2.187333333,-0.284581675,11.48,28.14
G064,SS94a,G_2,2.328,-0.284581675,11.48,28.14
G065,SS94a,G_2,2.275333333,-0.284581675,11.48,28.14
G066,SS94a,G_2,3.673333333,-0.284581675,11.48,28.14
G067,SS94a,G_2,3.854666667,-0.284581675,11.48,28.14
G068,SS94a,G_2,5.221333333,-0.284581675,11.48,28.14
G069,SS94a,G_2,2.928,-0.284581675,11.48,28.14
G070,SS94a,G_2,2.721333333,-0.284581675,11.48,28.14
G071,SS94a,G_2,2.538666667,-0.284581675,11.48,28.14
G072,SS94a,G_2,2.784666667,-0.284581675,11.48,28.14
G073,SS94a,G_2,2.236,-0.284581675,11.48,28.14
G074,SS94a,G_2,2.309333333,-0.284581675,11.48,28.14
G075,SS94a,G_2,3.13,-0.284581675,11.48,28.14
G076,SS94a,G_2,0.450133333,-0.284581675,11.48,28.14
G077,SS94a,G_2,5.316,-0.284581675,11.48,28.14
G078,SS94a,G_2,2.342,-0.284581675,11.48,28.14
G079,SS94a,G_2,1.748,-0.284581675,11.48,28.14
G080,SS94a,G_2,2.724666667,-0.284581675,11.48,28.14
G081,SS94a,G_2,2.490666667,-0.284581675,11.48,28.14
G082,SS94a,G_2,3.462666667,-0.284581675,11.48,28.14
G083,SS94a,G_2,3.581333333,-0.284581675,11.48,28.14
G084,SS94a,G_2,2.166,-0.284581675,11.48,28.14
G085,SS94a,G_2,2.553333333,-0.284581675,11.48,28.14
G086,SS94a,G_2,1.629333333,-0.284581675,11.48,28.14
G087,SS94a,G_2,3.454666667,-0.284581675,11.48,28.14
G088,SS94a,G_2,1.779333333,-0.284581675,11.48,28.14
G089,SS94a,G_2,2.294,-0.284581675,11.48,28.14
G090,SS94a,G_2,2.234,-0.284581675,11.48,28.14
G091,SS94a,G_2,2.326666667,-0.284581675,11.48,28.14
G092,SS94a,G_2,1.452,-0.284581675,11.48,28.14
G093,SS94a,G_2,1.936666667,-0.284581675,11.48,28.14
G094,SS94a,G_2,3.474666667,-0.284581675,11.48,28.14
G095,SS94a,G_2,2.361333333,-0.284581675,11.48,28.14
G096,SS94a,G_2,2.572666667,-0.284581675,11.48,28.14
G097,SS94a,G_2,2.276666667,-0.284581675,11.48,28.14
G098,SS94a,G_2,2.078666667,-0.284581675,11.48,28.14
G099,SS94a,G_2,3.032,-0.284581675,11.48,28.14
G100,SS94a,G_2,4.632666667,-0.284581675,11.48,28.14
G101,SS94a,G_2,2.375333333,-0.284581675,11.48,28.14
G102,SS94a,G_2,1.075333333,-0.284581675,11.48,28.14
G103,SS94a,G_2,2.118666667,-0.284581675,11.48,28.14
G104,SS94a,G_2,2.15,-0.284581675,11.48,28.14
G105,SS94a,G_2,3.214,-0.284581675,11.48,28.14
G106,SS94a,G_2,4.881333333,-0.284581675,11.48,28.14
G107,SS94a,G_2,2.258,-0.284581675,11.48,28.14
G108,SS94a,G_2,3.495333333,-0.284581675,11.48,28.14
G109,SS94a,G_2,3.997333333,-0.284581675,11.48,28.14
G110,SS94a,G_2,3.927333333,-0.284581675,11.48,28.14
G111,SS94a,G_2,2.461333333,-0.284581675,11.48,28.14
G112,SS94a,G_2,2.022,-0.284581675,11.48,28.14
G113,SS94a,G_2,0.857333333,-0.284581675,11.48,28.14
G114,SS94a,G_2,3.465333333,-0.284581675,11.48,28.14
G115,SS94a,G_2,2.954666667,-0.284581675,11.48,28.14
G116,SS94a,G_2,3.706,-0.284581675,11.48,28.14
G117,SS94a,G_2,2.718,-0.284581675,11.48,28.14
G118,SS94a,G_2,1.384,-0.284581675,11.48,28.14
G119,SS94a,G_2,2.052666667,-0.284581675,11.48,28.14
G120,SS94a,G_2,2.791333333,-0.284581675,11.48,28.14
G121,SS94a,G_2,3.401333333,-0.284581675,11.48,28.14
G122,SS94a,G_2,3.469333333,-0.284581675,11.48,28.14
G123,SS94a,G_2,5.199333333,-0.284581675,11.48,28.14
G124,SS94a,G_2,2.72,-0.284581675,11.48,28.14
G125,SS94a,G_2,2.344,-0.284581675,11.48,28.14
G126,SS94a,G_2,1.604666667,-0.284581675,11.48,28.14
G127,SS94a,G_2,4.194666667,-0.284581675,11.48,28.14
G128,SS94a,G_2,2.165333333,-0.284581675,11.48,28.14
G129,SS94a,G_2,3.46,-0.284581675,11.48,28.14
G130,SS94a,G_2,3.76,-0.284581675,11.48,28.14
G131,SS94a,G_2,4.062,-0.284581675,11.48,28.14
G132,SS94a,G_2,3.062,-0.284581675,11.48,28.14
G133,SS94a,G_2,1.302666667,-0.284581675,11.48,28.14
G134,SS94a,G_2,2.508,-0.284581675,11.48,28.14
G135,SS94a,G_2,3.648,-0.284581675,11.48,28.14
G136,SS94a,G_2,2.892,-0.284581675,11.48,28.14
G137,SS94a,G_2,2.666666667,-0.284581675,11.48,28.14
G138,SS94a,G_2,2.415333333,-0.284581675,11.48,28.14
G139,SS94a,G_2,1.724666667,-0.284581675,11.48,28.14
G140,SS94a,G_2,1.957333333,-0.284581675,11.48,28.14
G141,SS94a,G_2,3.189333333,-0.284581675,11.48,28.14
G142,SS94a,G_2,2.979333333,-0.284581675,11.48,28.14
G143,SS94a,G_2,1.244,-0.284581675,11.48,28.14
G144,SS94a,G_2,3.773333333,-0.284581675,11.48,28.14
G145,SS94a,G_2,1.568,-0.284581675,11.48,28.14
G146,SS94a,G_2,3.471333333,-0.284581675,11.48,28.14
G147,SS94a,G_2,1.434666667,-0.284581675,11.48,28.14
G148,SS94a,G_2,1.258666667,-0.284581675,11.48,28.14
G149,SS94a,G_2,2.312666667,-0.284581675,11.48,28.14
G150,SS94a,G_2,1.196666667,-0.284581675,11.48,28.14
G151,SS94a,G_2,3.226666667,-0.284581675,11.48,28.14
G152,SS94a,G_2,3.978,-0.284581675,11.48,28.14
G153,SS94a,G_2,2.136666667,-0.284581675,11.48,28.14
G154,SS94a,G_2,3.766,-0.284581675,11.48,28.14
G155,SS94a,G_2,3.742666667,-0.284581675,11.48,28.14
G156,SS94a,G_2,3.380666667,-0.284581675,11.48,28.14
G157,SS94a,G_2,1.904,-0.284581675,11.48,28.14
G158,SS94a,G_2,3.615333333,-0.284581675,11.48,28.14
G159,SS94a,G_2,3.894666667,-0.284581675,11.48,28.14
G160,SS94a,G_2,4.446666667,-0.284581675,11.48,28.14
G161,SS94a,G_2,4.184666667,-0.284581675,11.48,28.14
G162,SS94a,G_2,3.808666667,-0.284581675,11.48,28.14
G163,SS94a,G_2,2.768,-0.284581675,11.48,28.14
G164,SS94a,G_2,2.884,-0.284581675,11.48,28.14
G165,SS94a,G_2,3.054,-0.284581675,11.48,28.14
G166,SS94a,G_2,3.735333333,-0.284581675,11.48,28.14
G167,SS94a,G_2,2.786,-0.284581675,11.48,28.14
G168,SS94a,G_2,4.218,-0.284581675,11.48,28.14
G169,SS94a,G_2,1.197333333,-0.284581675,11.48,28.14
G170,SS94a,G_2,2.58,-0.284581675,11.48,28.14
G171,SS94a,G_2,2.112666667,-0.284581675,11.48,28.14
G172,SS94a,G_2,3.818666667,-0.284581675,11.48,28.14
G173,SS94a,G_2,1.572666667,-0.284581675,11.48,28.14
G174,SS94a,G_2,1.003333333,-0.284581675,11.48,28.14
G175,SS94a,G_2,2.658,-0.284581675,11.48,28.14
G176,SS94a,G_2,3.618,-0.284581675,11.48,28.14
G177,SS94a,G_2,2.405333333,-0.284581675,11.48,28.14
G178,SS94a,G_2,2.158666667,-0.284581675,11.48,28.14
G179,SS94a,G_2,1.624,-0.284581675,11.48,28.14
G180,SS94a,G_2,1.481333333,-0.284581675,11.48,28.14
G181,SS94a,G_2,3.222,-0.284581675,11.48,28.14
G182,SS94a,G_2,4.101333333,-0.284581675,11.48,28.14
G183,SS94a,G_2,2.96,-0.284581675,11.48,28.14
G184,SS94a,G_2,3.213333333,-0.284581675,11.48,28.14
G185,SS94a,G_2,2.16,-0.284581675,11.48,28.14
G186,SS94a,G_2,3.952666667,-0.284581675,11.48,28.14
G187,SS94a,G_2,3.878,-0.284581675,11.48,28.14
G188,SS94a,G_2,2.062,-0.284581675,11.48,28.14
G189,SS94a,G_2,2.554666667,-0.284581675,11.48,28.14
G190,SS94a,G_2,2.702666667,-0.284581675,11.48,28.14
G191,SS94a,G_2,1.316,-0.284581675,11.48,28.14
G192,SS94a,G_2,4.26,-0.284581675,11.48,28.14
G193,SS94a,G_2,3.404666667,-0.284581675,11.48,28.14
G194,SS94a,G_2,3.082,-0.284581675,11.48,28.14
G195,SS94a,G_2,3.304666667,-0.284581675,11.48,28.14
G196,SS94a,G_2,2.393333333,-0.284581675,11.48,28.14
G197,SS94a,G_2,2.256,-0.284581675,11.48,28.14
G198,SS94a,G_2,1.750666667,-0.284581675,11.48,28.14
G199,SS94a,G_2,1.820666667,-0.284581675,11.48,28.14
G200,SS94a,G_2,4.598666667,-0.284581675,11.48,28.14
G201,SS94a,G_2,2.825333333,-0.284581675,11.48,28.14
G202,SS94a,G_2,2.874,-0.284581675,11.48,28.14
G203,SS94a,G_2,2.522666667,-0.284581675,11.48,28.14
G204,SS94a,G_2,3.061333333,-0.284581675,11.48,28.14
G205,SS94a,G_2,2.136,-0.284581675,11.48,28.14
G206,SS94a,G_2,4.796666667,-0.284581675,11.48,28.14
G207,SS94a,G_2,2.978,-0.284581675,11.48,28.14
G208,SS94a,G_2,4,-0.284581675,11.48,28.14
G209,SS94a,G_2,2.912,-0.284581675,11.48,28.14
G210,SS94a,G_2,2.764,-0.284581675,11.48,28.14
G211,SS94a,G_2,1.526,-0.284581675,11.48,28.14
G001,IS92a,G_2,4.48,1.226393997,10.7,18.93
G002,IS92a,G_2,4.877333333,1.226393997,10.7,18.93
G003,IS92a,G_2,4.532,1.226393997,10.7,18.93
G004,IS92a,G_2,3.692666667,1.226393997,10.7,18.93
G005,IS92a,G_2,5.028,1.226393997,10.7,18.93
G006,IS92a,G_2,3.959333333,1.226393997,10.7,18.93
G007,IS92a,G_2,4.517333333,1.226393997,10.7,18.93
G008,IS92a,G_2,2.558666667,1.226393997,10.7,18.93
G009,IS92a,G_2,3.096,1.226393997,10.7,18.93
G010,IS92a,G_2,4.072666667,1.226393997,10.7,18.93
G011,IS92a,G_2,3.592666667,1.226393997,10.7,18.93
G012,IS92a,G_2,4.174666667,1.226393997,10.7,18.93
G013,IS92a,G_2,4.702666667,1.226393997,10.7,18.93
G014,IS92a,G_2,3.342,1.226393997,10.7,18.93
G015,IS92a,G_2,4.093333333,1.226393997,10.7,18.93
G016,IS92a,G_2,3.702,1.226393997,10.7,18.93
G017,IS92a,G_2,2.52,1.226393997,10.7,18.93
G018,IS92a,G_2,3.364,1.226393997,10.7,18.93
G019,IS92a,G_2,6.116,1.226393997,10.7,18.93
G020,IS92a,G_2,4.441333333,1.226393997,10.7,18.93
