Geno,Loc,Year,Env,Block,y
G10,Loc03,Year1,Loc03_Year1,Blk2,10.96617821
G10,Loc03,Year1,Loc03_Year1,Blk3,13.81858365
G10,Loc03,Year2,Loc03_Year2,Blk1,12.44443263
G10,Loc03,Year2,Loc03_Year2,Blk2,11.67674865
G10,Loc03,Year2,Loc03_Year2,Blk3,10.96920681
G10,Loc03,Year3,Loc03_Year3,Blk1,13.59192015
G10,Loc03,Year3,Loc03_Year3,Blk2,14.55868726
G10,Loc03,Year3,Loc03_Year3,Blk3,13.29558373
G10,Loc03,Year4,Loc03_Year4,Blk1,12.18827482
G10,Loc03,Year4,Loc03_Year4,Blk2,15.88557224
G10,Loc03,Year4,Loc03_Year4,Blk3,10.49901991
G10,Loc03,Year5,Loc03_Year5,Blk1,15.20323508
G10,Loc03,Year5,Loc03_Year5,Blk2,15.18272003
G10,Loc03,Year5,Loc03_Year5,Blk3,16.89468347
G11,Loc03,Year1,Loc03_Year1,Blk1,15.13270084
G11,Loc03,Year1,Loc03_Year1,Blk2,13.13289398
G11,Loc03,Year1,Loc03_Year1,Blk3,13.73367342
G11,Loc03,Year2,Loc03_Year2,Blk1,16.15467171
G11,Loc03,Year2,Loc03_Year2,Blk2,14.09302555
G11,Loc03,Year2,Loc03_Year2,Blk3,9.936942322
G11,Loc03,Year3,Loc03_Year3,Blk1,12.11837459
G11,Loc03,Year3,Loc03_Year3,Blk2,11.71196011
G11,Loc03,Year3,Loc03_Year3,Blk3,12.9428622
G11,Loc03,Year4,Loc03_Year4,Blk1,12.4104266
G11,Loc03,Year4,Loc03_Year4,Blk2,13.86400489
G11,Loc03,Year4,Loc03_Year4,Blk3,16.91805007
G11,Loc03,Year5,Loc03_Year5,Blk1,12.00393141
G11,Loc03,Year5,Loc03_Year5,Blk2,13.74477699
G11,Loc03,Year5,Loc03_Year5,Blk3,14.03780177
G12,Loc03,Year1,Loc03_Year1,Blk1,17.32664294
G12,Loc03,Year1,Loc03_Year1,Blk2,11.51840736
G12,Loc03,Year1,Loc03_Year1,Blk3,13.47393721
G12,Loc03,Year2,Loc03_Year2,Blk1,10.41615006
G12,Loc03,Year2,Loc03_Year2,Blk2,13.60546432
G12,Loc03,Year2,Loc03_Year2,Blk3,12.82372137
G12,Loc03,Year3,Loc03_Year3,Blk1,11.73676454
G12,Loc03,Year3,Loc03_Year3,Blk2,8.098177968
G12,Loc03,Year3,Loc03_Year3,Blk3,8.4052788
G12,Loc03,Year4,Loc03_Year4,Blk1,17.11960836
G12,Loc03,Year4,Loc03_Year4,Blk2,13.97484313
G12,Loc03,Year4,Loc03_Year4,Blk3,12.40489399
G12,Loc03,Year5,Loc03_Year5,Blk1,13.86805397
G12,Loc03,Year5,Loc03_Year5,Blk2,12.71592986
G12,Loc03,Year5,Loc03_Year5,Blk3,17.99689019
G13,Loc03,Year1,Loc03_Year1,Blk1,15.57927369
G13,Loc03,Year1,Loc03_Year1,Blk2,13.56698995
G13,Loc03,Year1,Loc03_Year1,Blk3,13.92434501
G13,Loc03,Year2,Loc03_Year2,Blk1,13.72065591
G13,Loc03,Year2,Loc03_Year2,Blk2,15.13838148
G13,Loc03,Year2,Loc03_Year2,Blk3,15.4164171
G13,Loc03,Year3,Loc03_Year3,Blk1,12.22667469
G13,Loc03,Year3,Loc03_Year3,Blk2,12.34604911
G13,Loc03,Year3,Loc03_Year3,Blk3,11.6390652
G13,Loc03,Year4,Loc03_Year4,Blk1,14.09428888
G13,Loc03,Year4,Loc03_Year4,Blk2,12.0353282
G13,Loc03,Year4,Loc03_Year4,Blk3,13.4943534
G13,Loc03,Year5,Loc03_Year5,Blk1,13.34925316
G13,Loc03,Year5,Loc03_Year5,Blk2,13.90885249
G13,Loc03,Year5,Loc03_Year5,Blk3,15.08251845
G14,Loc03,Year1,Loc03_Year1,Blk1,10.72242969
G14,Loc03,Year1,Loc03_Year1,Blk2,16.9472096
G14,Loc03,Year1,Loc03_Year1,Blk3,15.70581511
G14,Loc03,Year2,Loc03_Year2,Blk1,14.50864316
G14,Loc03,Year2,Loc03_Year2,Blk2,17.71419079
G14,Loc03,Year2,Loc03_Year2,Blk3,13.21751872
G14,Loc03,Year3,Loc03_Year3,Blk1,9.976226456
G14,Loc03,Year3,Loc03_Year3,Blk2,12.62438768
G14,Loc03,Year3,Loc03_Year3,Blk3,10.37593954
G14,Loc03,Year4,Loc03_Year4,Blk1,10.64486762
G14,Loc03,Year4,Loc03_Year4,Blk2,11.23635543
G14,Loc03,Year4,Loc03_Year4,Blk3,15.66932749
G14,Loc03,Year5,Loc03_Year5,Blk1,8.831443146
G14,Loc03,Year5,Loc03_Year5,Blk2,18.8350821
G14,Loc03,Year5,Loc03_Year5,Blk3,16.28684157
G15,Loc03,Year1,Loc03_Year1,Blk1,15.22391973
G15,Loc03,Year1,Loc03_Year1,Blk2,18.22854364
G15,Loc03,Year1,Loc03_Year1,Blk3,13.55148935
G15,Loc03,Year2,Loc03_Year2,Blk1,13.55239706
G15,Loc03,Year2,Loc03_Year2,Blk2,13.62257439
G15,Loc03,Year2,Loc03_Year2,Blk3,20.10137508
G15,Loc03,Year3,Loc03_Year3,Blk1,10.93131413
G15,Loc03,Year3,Loc03_Year3,Blk2,10.46885817
G15,Loc03,Year3,Loc03_Year3,Blk3,13.58274721
G15,Loc03,Year4,Loc03_Year4,Blk1,15.22560233
G15,Loc03,Year4,Loc03_Year4,Blk2,12.35792511
G15,Loc03,Year4,Loc03_Year4,Blk3,11.82781127
G15,Loc03,Year5,Loc03_Year5,Blk1,15.45293046
G15,Loc03,Year5,Loc03_Year5,Blk2,16.28755385
G15,Loc03,Year5,Loc03_Year5,Blk3,13.46214852
G16,Loc03,Year1,Loc03_Year1,Blk1,11.88368226
G16,Loc03,Year1,Loc03_Year1,Blk2,17.77105238
G16,Loc03,Year1,Loc03_Year1,Blk3,17.25338697
G16,Loc03,Year2,Loc03_Year2,Blk1,15.09639954
G16,Loc03,Year2,Loc03_Year2,Blk2,12.59699829
G16,Loc03,Year2,Loc03_Year2,Blk3,12.53065031
G16,Loc03,Year3,Loc03_Year3,Blk1,13.4711544
G16,Loc03,Year3,Loc03_Year3,Blk2,10.77319005
G16,Loc03,Year3,Loc03_Year3,Blk3,12.05365693
G16,Loc03,Year4,Loc03_Year4,Blk1,16.17768977
G16,Loc03,Year4,Loc03_Year4,Blk2,12.97745475
G16,Loc03,Year4,Loc03_Year4,Blk3,13.6012341
G16,Loc03,Year5,Loc03_Year5,Blk1,15.22305661
G16,Loc03,Year5,Loc03_Year5,Blk2,11.73570004
G16,Loc03,Year5,Loc03_Year5,Blk3,17.28910825
G17,Loc03,Year1,Loc03_Year1,Blk1,16.95858949
G17,Loc03,Year1,Loc03_Year1,Blk2,8.070135149
G17,Loc03,Year1,Loc03_Year1,Blk3,13.81879635
G17,Loc03,Year2,Loc03_Year2,Blk1,16.25984303
G17,Loc03,Year2,Loc03_Year2,Blk2,12.20854818
G17,Loc03,Year2,Loc03_Year2,Blk3,12.72480449
G17,Loc03,Year3,Loc03_Year3,Blk1,12.48643563
G17,Loc03,Year3,Loc03_Year3,Blk2,11.90297042
G17,Loc03,Year3,Loc03_Year3,Blk3,11.4091837
G17,Loc03,Year4,Loc03_Year4,Blk1,12.92477143
G17,Loc03,Year4,Loc03_Year4,Blk2,12.23224798
G17,Loc03,Year4,Loc03_Year4,Blk3,13.20776353
G17,Loc03,Year5,Loc03_Year5,Blk1,13.18756567
G17,Loc03,Year5,Loc03_Year5,Blk2,10.62589282
G17,Loc03,Year5,Loc03_Year5,Blk3,14.49406159
G18,Loc03,Year1,Loc03_Year1,Blk1,12.96027235
G18,Loc03,Year1,Loc03_Year1,Blk2,15.45809496
G18,Loc03,Year1,Loc03_Year1,Blk3,14.83649945
G18,Loc03,Year2,Loc03_Year2,Blk1,11.0102551
G18,Loc03,Year2,Loc03_Year2,Blk2,13.10430781
G18,Loc03,Year2,Loc03_Year2,Blk3,17.04694202
G18,Loc03,Year3,Loc03_Year3,Blk1,9.811246334
G18,Loc03,Year3,Loc03_Year3,Blk2,8.316806274
G18,Loc03,Year3,Loc03_Year3,Blk3,12.94228159
G18,Loc03,Year4,Loc03_Year4,Blk1,12.44441552
G18,Loc03,Year4,Loc03_Year4,Blk2,17.09729081
G18,Loc03,Year4,Loc03_Year4,Blk3,13.13082095
G18,Loc03,Year5,Loc03_Year5,Blk1,15.07610755
G18,Loc03,Year5,Loc03_Year5,Blk2,17.44992589
G18,Loc03,Year5,Loc03_Year5,Blk3,14.43503435
G19,Loc03,Year1,Loc03_Year1,Blk1,17.08962568
G19,Loc03,Year1,Loc03_Year1,Blk2,13.65529474
G19,Loc03,Year1,Loc03_Year1,Blk3,15.94754695
G19,Loc03,Year2,Loc03_Year2,Blk1,16.1467326
G19,Loc03,Year2,Loc03_Year2,Blk2,15.57841846
G19,Loc03,Year2,Loc03_Year2,Blk3,16.38764501
G19,Loc03,Year3,Loc03_Year3,Blk1,11.27960868
G19,Loc03,Year3,Loc03_Year3,Blk2,13.2653392
G19,Loc03,Year3,Loc03_Year3,Blk3,11.99268314
G19,Loc03,Year4,Loc03_Year4,Blk1,15.87909569
G19,Loc03,Year4,Loc03_Year4,Blk2,13.91330197
G19,Loc03,Year4,Loc03_Year4,Blk3,12.08133856
G19,Loc03,Year5,Loc03_Year5,Blk1,14.14057474
G19,Loc03,Year5,Loc03_Year5,Blk2,13.74064422
G19,Loc03,Year5,Loc03_Year5,Blk3,15.56823204
G20,Loc03,Year1,Loc03_Year1,Blk1,13.46113183
G20,Loc03,Year1,Loc03_Year1,Blk2,12.94880755
G20,Loc03,Year1,Loc03_Year1,Blk3,15.74038176
G20,Loc03,Year2,Loc03_Year2,Blk1,14.83651252
G20,Loc03,Year2,Loc03_Year2,Blk2,10.55100857
G20,Loc03,Year2,Loc03_Year2,Blk3,12.8031003
G20,Loc03,Year3,Loc03_Year3,Blk1,15.14636263
G20,Loc03,Year3,Loc03_Year3,Blk2,11.32091602
G20,Loc03,Year3,Loc03_Year3,Blk3,11.27748433
G20,Loc03,Year4,Loc03_Year4,Blk1,12.60048452
G20,Loc03,Year4,Loc03_Year4,Blk2,11.21821348
G20,Loc03,Year4,Loc03_Year4,Blk3,14.19388485
G20,Loc03,Year5,Loc03_Year5,Blk1,16.99674947
G20,Loc03,Year5,Loc03_Year5,Blk2,12.70115291
G20,Loc03,Year5,Loc03_Year5,Blk3,9.959738793
G21,Loc03,Year1,Loc03_Year1,Blk1,11.24368177
G21,Loc03,Year1,Loc03_Year1,Blk2,7.589040333
G21,Loc03,Year1,Loc03_Year1,Blk3,9.421083723
G21,Loc03,Year2,Loc03_Year2,Blk1,11.40533941
G21,Loc03,Year2,Loc03_Year2,Blk2,13.73690981
G21,Loc03,Year2,Loc03_Year2,Blk3,11.51675338
G21,Loc03,Year3,Loc03_Year3,Blk1,13.53283813
G21,Loc03,Year3,Loc03_Year3,Blk2,14.27915642
G21,Loc03,Year3,Loc03_Year3,Blk3,13.06974173
G21,Loc03,Year4,Loc03_Year4,Blk1,17.63457333
G21,Loc03,Year4,Loc03_Year4,Blk2,13.01609262
G21,Loc03,Year4,Loc03_Year4,Blk3,16.78281269
G21,Loc03,Year5,Loc03_Year5,Blk1,14.75657417
G21,Loc03,Year5,Loc03_Year5,Blk2,13.7150813
G21,Loc03,Year5,Loc03_Year5,Blk3,11.22319441
G22,Loc03,Year1,Loc03_Year1,Blk1,13.71435761
G22,Loc03,Year1,Loc03_Year1,Blk2,7.315881325
G22,Loc03,Year1,Loc03_Year1,Blk3,10.41058432
G22,Loc03,Year2,Loc03_Year2,Blk1,12.3231023
G22,Loc03,Year2,Loc03_Year2,Blk2,13.26047909
G22,Loc03,Year2,Loc03_Year2,Blk3,10.69911036
G22,Loc03,Year3,Loc03_Year3,Blk1,10.23782151
G22,Loc03,Year3,Loc03_Year3,Blk2,10.44262135
G22,Loc03,Year3,Loc03_Year3,Blk3,10.86108855
G22,Loc03,Year4,Loc03_Year4,Blk1,13.80770451
G22,Loc03,Year4,Loc03_Year4,Blk2,13.48997775
G22,Loc03,Year4,Loc03_Year4,Blk3,17.20865095
G22,Loc03,Year5,Loc03_Year5,Blk1,13.16903786
G22,Loc03,Year5,Loc03_Year5,Blk2,11.41085563
G22,Loc03,Year5,Loc03_Year5,Blk3,12.30496101
G23,Loc03,Year1,Loc03_Year1,Blk1,12.25198417
G23,Loc03,Year1,Loc03_Year1,Blk2,9.89537817
G23,Loc03,Year1,Loc03_Year1,Blk3,9.933466634
G23,Loc03,Year2,Loc03_Year2,Blk1,15.1551053
G23,Loc03,Year2,Loc03_Year2,Blk2,11.28489069
G23,Loc03,Year2,Loc03_Year2,Blk3,13.81077181
G23,Loc03,Year3,Loc03_Year3,Blk1,10.79481157
G23,Loc03,Year3,Loc03_Year3,Blk2,13.99059574
G23,Loc03,Year3,Loc03_Year3,Blk3,13.85843743
G23,Loc03,Year4,Loc03_Year4,Blk1,13.27432594
G23,Loc03,Year4,Loc03_Year4,Blk2,11.63551902
G23,Loc03,Year4,Loc03_Year4,Blk3,14.74478675
G23,Loc03,Year5,Loc03_Year5,Blk1,9.721905935
G23,Loc03,Year5,Loc03_Year5,Blk2,14.09087802
G23,Loc03,Year5,Loc03_Year5,Blk3,11.07701991
G24,Loc03,Year1,Loc03_Year1,Blk1,7.953908806
G24,Loc03,Year1,Loc03_Year1,Blk2,14.25091496
G24,Loc03,Year1,Loc03_Year1,Blk3,10.11708058
G24,Loc03,Year2,Loc03_Year2,Blk1,10.90484219
G24,Loc03,Year2,Loc03_Year2,Blk2,14.18283507
G24,Loc03,Year2,Loc03_Year2,Blk3,12.48851115
G24,Loc03,Year3,Loc03_Year3,Blk1,10.90287049
G24,Loc03,Year3,Loc03_Year3,Blk2,15.16332556
G24,Loc03,Year3,Loc03_Year3,Blk3,12.89857174
G24,Loc03,Year4,Loc03_Year4,Blk1,14.2489458
G24,Loc03,Year4,Loc03_Year4,Blk2,14.87851095
G24,Loc03,Year4,Loc03_Year4,Blk3,15.20110183
G24,Loc03,Year5,Loc03_Year5,Blk1,10.8222516
G24,Loc03,Year5,Loc03_Year5,Blk2,14.9561758
G24,Loc03,Year5,Loc03_Year5,Blk3,13.30527731
G25,Loc03,Year1,Loc03_Year1,Blk1,9.01058206
G25,Loc03,Year1,Loc03_Year1,Blk2,7.436568848
G25,Loc03,Year1,Loc03_Year1,Blk3,10.55095047
G25,Loc03,Year2,Loc03_Year2,Blk1,13.21918435
G25,Loc03,Year2,Loc03_Year2,Blk2,13.50969999
G25,Loc03,Year2,Loc03_Year2,Blk3,8.66392303
G25,Loc03,Year3,Loc03_Year3,Blk1,13.65312302
G25,Loc03,Year3,Loc03_Year3,Blk2,17.13668421
G25,Loc03,Year3,Loc03_Year3,Blk3,9.832893571
G25,Loc03,Year4,Loc03_Year4,Blk1,12.97654255
G25,Loc03,Year4,Loc03_Year4,Blk2,13.49331914
G25,Loc03,Year4,Loc03_Year4,Blk3,17.2896072
G25,Loc03,Year5,Loc03_Year5,Blk1,16.25344427
G25,Loc03,Year5,Loc03_Year5,Blk2,11.70100075
G25,Loc03,Year5,Loc03_Year5,Blk3,14.88104408
G26,Loc03,Year1,Loc03_Year1,Blk1,10.12685057
G26,Loc03,Year1,Loc03_Year1,Blk2,11.47937526
G26,Loc03,Year1,Loc03_Year1,Blk3,7.410102494
G26,Loc03,Year2,Loc03_Year2,Blk1,9.219231377
G26,Loc03,Year2,Loc03_Year2,Blk2,12.81105175
G26,Loc03,Year2,Loc03_Year2,Blk3,12.31058328
G26,Loc03,Year3,Loc03_Year3,Blk1,13.83492618
G26,Loc03,Year3,Loc03_Year3,Blk2,12.58131807
G26,Loc03,Year3,Loc03_Year3,Blk3,14.46784921
G26,Loc03,Year4,Loc03_Year4,Blk1,16.41177338
G26,Loc03,Year4,Loc03_Year4,Blk2,16.30863723
G26,Loc03,Year4,Loc03_Year4,Blk3,17.09118799
G26,Loc03,Year5,Loc03_Year5,Blk1,11.5067725
G26,Loc03,Year5,Loc03_Year5,Blk2,10.84883795
G26,Loc03,Year5,Loc03_Year5,Blk3,12.75527306
G27,Loc03,Year1,Loc03_Year1,Blk1,12.62785364
G27,Loc03,Year1,Loc03_Year1,Blk2,8.910993338
G27,Loc03,Year1,Loc03_Year1,Blk3,9.949142962
G27,Loc03,Year2,Loc03_Year2,Blk1,9.807487719
G27,Loc03,Year2,Loc03_Year2,Blk2,11.53731718
G27,Loc03,Year2,Loc03_Year2,Blk3,10.69274989
G27,Loc03,Year3,Loc03_Year3,Blk1,15.78101064
G27,Loc03,Year3,Loc03_Year3,Blk2,14.67402566
G27,Loc03,Year3,Loc03_Year3,Blk3,15.08992153
G27,Loc03,Year4,Loc03_Year4,Blk1,15.53030619
G27,Loc03,Year4,Loc03_Year4,Blk2,12.6388294
G27,Loc03,Year4,Loc03_Year4,Blk3,12.30239781
G27,Loc03,Year5,Loc03_Year5,Blk1,11.8632115
G27,Loc03,Year5,Loc03_Year5,Blk2,13.94971683
G27,Loc03,Year5,Loc03_Year5,Blk3,13.62597467
G28,Loc03,Year1,Loc03_Year1,Blk1,8.652278093
G28,Loc03,Year1,Loc03_Year1,Blk2,8.478866614
G28,Loc03,Year1,Loc03_Year1,Blk3,11.42719051
G28,Loc03,Year2,Loc03_Year2,Blk1,8.838545017
G28,Loc03,Year2,Loc03_Year2,Blk2,13.67830893
G28,Loc03,Year2,Loc03_Year2,Blk3,10.78886398
G28,Loc03,Year3,Loc03_Year3,Blk1,16.07760925
G28,Loc03,Year3,Loc03_Year3,Blk2,11.12969269
G28,Loc03,Year3,Loc03_Year3,Blk3,9.586622719
G28,Loc03,Year4,Loc03_Year4,Blk1,14.74197914
G28,Loc03,Year4,Loc03_Year4,Blk2,12.85239028
G28,Loc03,Year4,Loc03_Year4,Blk3,16.57302919
G28,Loc03,Year5,Loc03_Year5,Blk1,11.88471723
G28,Loc03,Year5,Loc03_Year5,Blk2,15.31976917
G28,Loc03,Year5,Loc03_Year5,Blk3,17.08971019
G29,Loc03,Year1,Loc03_Year1,Blk1,10.37395703
G29,Loc03,Year1,Loc03_Year1,Blk2,12.67126269
G29,Loc03,Year1,Loc03_Year1,Blk3,14.33316203
G29,Loc03,Year2,Loc03_Year2,Blk1,11.35939599
G29,Loc03,Year2,Loc03_Year2,Blk2,14.95805679
G29,Loc03,Year2,Loc03_Year2,Blk3,14.50727199
G29,Loc03,Year3,Loc03_Year3,Blk1,12.785928
G29,Loc03,Year3,Loc03_Year3,Blk2,11.40161546
G29,Loc03,Year3,Loc03_Year3,Blk3,15.63745516
G29,Loc03,Year4,Loc03_Year4,Blk1,11.31228411
G29,Loc03,Year4,Loc03_Year4,Blk2,9.568412049
G29,Loc03,Year4,Loc03_Year4,Blk3,13.76120925
G29,Loc03,Year5,Loc03_Year5,Blk1,13.50579368
G29,Loc03,Year5,Loc03_Year5,Blk2,10.46285886
G29,Loc03,Year5,Loc03_Year5,Blk3,16.05078776
G30,Loc03,Year1,Loc03_Year1,Blk1,11.32504649
G30,Loc03,Year1,Loc03_Year1,Blk2,9.765586182
G30,Loc03,Year1,Loc03_Year1,Blk3,11.7686804
G30,Loc03,Year2,Loc03_Year2,Blk1,9.751646059
G30,Loc03,Year2,Loc03_Year2,Blk2,13.2541831
G30,Loc03,Year2,Loc03_Year2,Blk3,12.09147457
G30,Loc03,Year3,Loc03_Year3,Blk1,15.7833921
G30,Loc03,Year3,Loc03_Year3,Blk2,13.74639998
G30,Loc03,Year3,Loc03_Year3,Blk3,12.26776048
G30,Loc03,Year4,Loc03_Year4,Blk1,14.51836379
G30,Loc03,Year4,Loc03_Year4,Blk2,12.80134835
G30,Loc03,Year4,Loc03_Year4,Blk3,15.80672209
G30,Loc03,Year5,Loc03_Year5,Blk1,12.55890964
G30,Loc03,Year5,Loc03_Year5,Blk2,8.944251507
G30,Loc03,Year5,Loc03_Year5,Blk3,15.08444746
G01,Loc04,Year1,Loc04_Year1,Blk1,13.81582644
G01,Loc04,Year1,Loc04_Year1,Blk2,10.68917477
G01,Loc04,Year1,Loc04_Year1,Blk3,12.21134447
G01,Loc04,Year2,Loc04_Year2,Blk1,13.0575616
G01,Loc04,Year2,Loc04_Year2,Blk2,13.87004241
G01,Loc04,Year2,Loc04_Year2,Blk3,16.01027046
G01,Loc04,Year3,Loc04_Year3,Blk1,14.68991324
G01,Loc04,Year3,Loc04_Year3,Blk2,16.42854848
G01,Loc04,Year3,Loc04_Year3,Blk3,15.34046322
G01,Loc04,Year4,Loc04_Year4,Blk1,12.89786939
G01,Loc04,Year4,Loc04_Year4,Blk2,17.7959713
G01,Loc04,Year4,Loc04_Year4,Blk3,13.8115599
G01,Loc04,Year5,Loc04_Year5,Blk1,12.00378258
G01,Loc04,Year5,Loc04_Year5,Blk2,13.73271212
G01,Loc04,Year5,Loc04_Year5,Blk3,12.38400788
G02,Loc04,Year1,Loc04_Year1,Blk1,11.23537388
G02,Loc04,Year1,Loc04_Year1,Blk2,12.26106746
G02,Loc04,Year1,Loc04_Year1,Blk3,11.33173064
G02,Loc04,Year2,Loc04_Year2,Blk1,13.96177561
G02,Loc04,Year2,Loc04_Year2,Blk2,9.833159887
G02,Loc04,Year2,Loc04_Year2,Blk3,12.12014603
G02,Loc04,Year3,Loc04_Year3,Blk1,17.45351801
G02,Loc04,Year3,Loc04_Year3,Blk2,16.06448161
G02,Loc04,Year3,Loc04_Year3,Blk3,14.20917677
G02,Loc04,Year4,Loc04_Year4,Blk1,15.99317089
G02,Loc04,Year4,Loc04_Year4,Blk2,18.3258628
G02,Loc04,Year4,Loc04_Year4,Blk3,14.88615536
G02,Loc04,Year5,Loc04_Year5,Blk1,11.18957847
G02,Loc04,Year5,Loc04_Year5,Blk2,13.30488939
G02,Loc04,Year5,Loc04_Year5,Blk3,10.63122797
G03,Loc04,Year1,Loc04_Year1,Blk1,13.22326291
G03,Loc04,Year1,Loc04_Year1,Blk2,9.546366763
G03,Loc04,Year1,Loc04_Year1,Blk3,14.44581011
G03,Loc04,Year2,Loc04_Year2,Blk1,13.9763987
G03,Loc04,Year2,Loc04_Year2,Blk2,6.290411975
G03,Loc04,Year2,Loc04_Year2,Blk3,10.06038566
G03,Loc04,Year3,Loc04_Year3,Blk1,13.28320907
G03,Loc04,Year3,Loc04_Year3,Blk2,18.39375433
G03,Loc04,Year3,Loc04_Year3,Blk3,14.72431523
G03,Loc04,Year4,Loc04_Year4,Blk1,13.12432356
G03,Loc04,Year4,Loc04_Year4,Blk2,16.02944119
G03,Loc04,Year4,Loc04_Year4,Blk3,14.24596668
G03,Loc04,Year5,Loc04_Year5,Blk1,16.15341636
G03,Loc04,Year5,Loc04_Year5,Blk2,15.14985671
G03,Loc04,Year5,Loc04_Year5,Blk3,12.91511669
G04,Loc04,Year1,Loc04_Year1,Blk1,10.89009267
G04,Loc04,Year1,Loc04_Year1,Blk2,13.57303936
G04,Loc04,Year1,Loc04_Year1,Blk3,15.59425876
G04,Loc04,Year2,Loc04_Year2,Blk1,11.61239234
G04,Loc04,Year2,Loc04_Year2,Blk2,16.60648938
G04,Loc04,Year2,Loc04_Year2,Blk3,12.61915984
G04,Loc04,Year3,Loc04_Year3,Blk1,15.88983053
G04,Loc04,Year3,Loc04_Year3,Blk2,19.36998844
G04,Loc04,Year3,Loc04_Year3,Blk3,17.34493993
G04,Loc04,Year4,Loc04_Year4,Blk1,15.21542693
G04,Loc04,Year4,Loc04_Year4,Blk2,16.34434084
G04,Loc04,Year4,Loc04_Year4,Blk3,13.63185253
G04,Loc04,Year5,Loc04_Year5,Blk1,13.63446276
G04,Loc04,Year5,Loc04_Year5,Blk2,18.02942512
G04,Loc04,Year5,Loc04_Year5,Blk3,16.35823515
G05,Loc04,Year1,Loc04_Year1,Blk1,13.2767161
G05,Loc04,Year1,Loc04_Year1,Blk2,12.22559398
G05,Loc04,Year1,Loc04_Year1,Blk3,14.96232565
G05,Loc04,Year2,Loc04_Year2,Blk1,13.15532631
G05,Loc04,Year2,Loc04_Year2,Blk2,12.02010847
G05,Loc04,Year2,Loc04_Year2,Blk3,11.55750049
G05,Loc04,Year3,Loc04_Year3,Blk1,15.95092353
G05,Loc04,Year3,Loc04_Year3,Blk2,18.50059154
G05,Loc04,Year3,Loc04_Year3,Blk3,16.66092489
G05,Loc04,Year4,Loc04_Year4,Blk1,15.27468865
G05,Loc04,Year4,Loc04_Year4,Blk2,14.12047191
G05,Loc04,Year4,Loc04_Year4,Blk3,17.4947651
G05,Loc04,Year5,Loc04_Year5,Blk1,14.39808309
G05,Loc04,Year5,Loc04_Year5,Blk2,11.82735969
G05,Loc04,Year5,Loc04_Year5,Blk3,13.46885256
G06,Loc04,Year1,Loc04_Year1,Blk1,10.68778719
G06,Loc04,Year1,Loc04_Year1,Blk2,14.06191199
G06,Loc04,Year1,Loc04_Year1,Blk3,14.3811365
G06,Loc04,Year2,Loc04_Year2,Blk1,16.62660711
G06,Loc04,Year2,Loc04_Year2,Blk2,9.928238954
G06,Loc04,Year2,Loc04_Year2,Blk3,14.873913
G06,Loc04,Year3,Loc04_Year3,Blk1,18.53268905
G06,Loc04,Year3,Loc04_Year3,Blk2,19.617849
G06,Loc04,Year3,Loc04_Year3,Blk3,18.16388347
G06,Loc04,Year4,Loc04_Year4,Blk1,14.67818771
G06,Loc04,Year4,Loc04_Year4,Blk2,17.14279589
G06,Loc04,Year4,Loc04_Year4,Blk3,13.91648067
G06,Loc04,Year5,Loc04_Year5,Blk1,13.42799038
G06,Loc04,Year5,Loc04_Year5,Blk2,10.62571071
G06,Loc04,Year5,Loc04_Year5,Blk3,12.87466514
G07,Loc04,Year1,Loc04_Year1,Blk1,14.12902223
G07,Loc04,Year1,Loc04_Year1,Blk2,15.45170069
G07,Loc04,Year1,Loc04_Year1,Blk3,11.53087655
G07,Loc04,Year2,Loc04_Year2,Blk1,13.58688843
G07,Loc04,Year2,Loc04_Year2,Blk2,15.14449348
G07,Loc04,Year2,Loc04_Year2,Blk3,11.40338987
G07,Loc04,Year3,Loc04_Year3,Blk1,17.03775936
G07,Loc04,Year3,Loc04_Year3,Blk2,15.78923075
G07,Loc04,Year3,Loc04_Year3,Blk3,15.47938203
G07,Loc04,Year4,Loc04_Year4,Blk1,16.44216229
G07,Loc04,Year4,Loc04_Year4,Blk2,17.19245367
G07,Loc04,Year4,Loc04_Year4,Blk3,14.61775583
G07,Loc04,Year5,Loc04_Year5,Blk1,13.59727658
G07,Loc04,Year5,Loc04_Year5,Blk2,16.10618699
G07,Loc04,Year5,Loc04_Year5,Blk3,15.76750418
G08,Loc04,Year1,Loc04_Year1,Blk1,13.93625629
G08,Loc04,Year1,Loc04_Year1,Blk2,14.72514543
G08,Loc04,Year1,Loc04_Year1,Blk3,12.77833267
G08,Loc04,Year2,Loc04_Year2,Blk1,15.04528108
G08,Loc04,Year2,Loc04_Year2,Blk2,13.08849719
G08,Loc04,Year2,Loc04_Year2,Blk3,8.27845162
G08,Loc04,Year3,Loc04_Year3,Blk1,15.94602095
G08,Loc04,Year3,Loc04_Year3,Blk2,16.50128535
G08,Loc04,Year3,Loc04_Year3,Blk3,17.28247994
G08,Loc04,Year4,Loc04_Year4,Blk1,15.98390617
G08,Loc04,Year4,Loc04_Year4,Blk2,15.98753977
G08,Loc04,Year4,Loc04_Year4,Blk3,14.13645957
G08,Loc04,Year5,Loc04_Year5,Blk1,14.94419845
G08,Loc04,Year5,Loc04_Year5,Blk2,11.81094067
G08,Loc04,Year5,Loc04_Year5,Blk3,15.59443263
G09,Loc04,Year1,Loc04_Year1,Blk1,9.19549864
G09,Loc04,Year1,Loc04_Year1,Blk2,12.0456442
G09,Loc04,Year1,Loc04_Year1,Blk3,12.41065269
